HGNC ,Kinase Classification,Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
DYRK1A,CMGC,HeLa_XO44 / Hek293_XO44,Q13627,Q13627,-2.0692024501621717,2.0692024501621717,0.0021273722935548,0.0047730276111831,6,Q13627,DYRK1A,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,DYR1A_HUMAN,18,-76.17088048936964,0.2382911951063036,HeLa_XO44,Hek293_XO44,"nucleus,nucleoplasm,cytoplasm,nuclear speck,axon,dendrite,intracellular ribonucleoprotein complex,cytoskeleton","protein kinase activity,protein serine/threonine kinase activity,protein serine/threonine/tyrosine kinase activity,protein tyrosine kinase activity,non-membrane spanning protein tyrosine kinase activity,protein binding,ATP binding,identical protein binding,protein self-association,tau protein binding","regulation of alternative mRNA splicing, via spliceosome,protein phosphorylation,nervous system development,circadian rhythm,viral process,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,peptidyl-tyrosine phosphorylation,negative regulation of microtubule polymerization,positive regulation of RNA splicing,beta-amyloid formation,peptidyl-serine autophosphorylation,peptidyl-tyrosine autophosphorylation,negative regulation of DNA damage response, signal transduction by p53 class mediator,protein autophosphorylation,negative regulation of mRNA splicing, via spliceosome,positive regulation of protein deacetylation"
CASK,CAMK,HeLa_XO44 / Hek293_XO44,O14936,O14936,-2.071581474788453,2.071581474788453,0.0009047870230009,0.0041167011584999,6,O14936,CASK,Peripheral plasma membrane protein CASK,CSKP_HUMAN,37,-76.21014266526664,0.2378985733473335,HeLa_XO44,Hek293_XO44,"basement membrane,nuclear lamina,nucleolus,cytoplasm,cytosol,plasma membrane,cell-cell junction,focal adhesion,actin cytoskeleton,basolateral plasma membrane,nuclear matrix,vesicle,presynaptic membrane,ciliary membrane","guanylate kinase activity,protein serine/threonine kinase activity,protein binding,calmodulin binding,ATP binding,neurexin family protein binding","negative regulation of cell-matrix adhesion,protein phosphorylation,cell adhesion,neurotransmitter secretion,negative regulation of keratinocyte proliferation,positive regulation of transcription from RNA polymerase II promoter,GMP metabolic process,GDP metabolic process,negative regulation of wound healing,calcium ion import,positive regulation of calcium ion import,negative regulation of cellular response to growth factor stimulus"
STK39,STE,HeLa_XO44 / Hek293_XO44,Q9UEW8,Q9UEW8,-2.076303310349183,2.076303310349183,0.0044221189516094,0.0048013420665618,6,Q9UEW8,STK39,STE20/SPS1-related proline-alanine-rich protein kinase,STK39_HUMAN,24,-76.28787785161879,0.237121221483812,HeLa_XO44,Hek293_XO44,"nucleoplasm,cytoplasm,cytosol,cytoskeleton,basolateral plasma membrane,apical plasma membrane,extrinsic component of membrane,intracellular membrane-bounded organelle","protein serine/threonine kinase activity,protein binding,ATP binding,kinase activity,protein kinase binding","activation of MAPK activity,negative regulation of protein phosphorylation,protein phosphorylation,regulation of mitotic cell cycle,regulation of blood pressure,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,signal transduction by protein phosphorylation,signal transduction by trans-phosphorylation,stress-activated protein kinase signaling cascade,activation of protein kinase activity,positive regulation of ion transmembrane transporter activity,intracellular signal transduction,maintenance of lens transparency,regulation of apoptotic process,positive regulation of potassium ion transport,protein autophosphorylation,regulation of inflammatory response,cellular hypotonic response,negative regulation of pancreatic juice secretion,negative regulation of potassium ion transmembrane transporter activity,negative regulation of potassium ion transmembrane transport,negative regulation of creatine transmembrane transporter activity,regulation of ion homeostasis,negative regulation of sodium ion transmembrane transporter activity"
,,HeLa_XO44 / Hek293_XO44,Q14699,Q14699,-2.078637750306551,2.078637750306551,0.0087384843793678,0.0055928191050642,6,Q14699,RFTN1,Raftlin,RFTN1_HUMAN,7,-76.32621565907411,0.2367378434092589,HeLa_XO44,Hek293_XO44,"cytoplasm,endosome,early endosome,plasma membrane,membrane raft,extracellular exosome",double-stranded RNA binding,"membrane raft assembly,T cell antigen processing and presentation,protein transport into membrane raft,interleukin-17 production,dsRNA transport,toll-like receptor 3 signaling pathway,growth,response to exogenous dsRNA,T cell receptor signaling pathway,B cell receptor signaling pathway,protein localization to membrane raft"
CAMK4,CAMK,HeLa_XO44 / Hek293_XO44,Q16566,Q16566,-2.0817568373884936,2.0817568373884936,0.0003271357971849,0.002691019067643,6,Q16566,CAMK4,Calcium/calmodulin-dependent protein kinase type IV,KCC4_HUMAN,15,-76.37734277127686,0.2362265722872313,HeLa_XO44,Hek293_XO44,"fibrillar center,nucleus,nucleoplasm,cytoplasm,cytosol,extracellular exosome","calmodulin-dependent protein kinase activity,calmodulin binding,ATP binding,calcium-dependent protein serine/threonine kinase activity","adaptive immune response,protein phosphorylation,inflammatory response,signal transduction,long-term memory,peptidyl-serine phosphorylation,regulation of T cell differentiation in thymus,intracellular signal transduction,myeloid dendritic cell differentiation,regulation of osteoclast differentiation,positive regulation of transcription, DNA-templated,protein autophosphorylation,myeloid dendritic cell cytokine production"
,,HeLa_XO44 / Hek293_XO44,Q86X29,Q86X29,-2.0834565197088133,2.0834565197088133,0.0001415929619743,0.0017701272115511,6,Q86X29,LSR,Lipolysis-stimulated lipoprotein receptor,LSR_HUMAN,11,-76.40515694505736,0.2359484305494263,HeLa_XO44,Hek293_XO44,"plasma membrane,integral component of membrane,very-low-density lipoprotein particle,low-density lipoprotein particle,chylomicron,tricellular tight junction,extracellular exosome",protein binding,"liver development,regulation of lipid metabolic process,establishment of blood-brain barrier,Requires Ontology,tricellular tight junction assembly"
,,HeLa_XO44 / Hek293_XO44,P09104,P09104,-2.083617895775487,2.083617895775487,0.00177506953415,0.004690704250217,6,P09104,ENO2,Gamma-enolase,ENOG_HUMAN,9,-76.40779605443915,0.2359220394556084,HeLa_XO44,Hek293_XO44,"phosphopyruvate hydratase complex,photoreceptor inner segment,extracellular space,cytosol,plasma membrane,membrane,perikaryon,myelin sheath,extracellular exosome","magnesium ion binding,phosphopyruvate hydratase activity,protein binding","gluconeogenesis,glycolytic process,canonical glycolysis"
,,HeLa_XO44 / Hek293_XO44,P30038,P30038,-2.089790677418124,2.089790677418124,0.0034113005933724,0.0047730276111831,6,P30038,ALDH4A1,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",AL4A1_HUMAN,12,-76.5085231066321,0.234914768933679,HeLa_XO44,Hek293_XO44,mitochondrial matrix,"1-pyrroline-5-carboxylate dehydrogenase activity,aldehyde dehydrogenase (NAD) activity,electron carrier activity,identical protein binding","proline metabolic process,proline catabolic process,proline catabolic process to glutamate,4-hydroxyproline catabolic process,electron transport chain,glyoxylate metabolic process"
,,HeLa_XO44 / Hek293_XO44,P15104,P15104,-2.091606921394894,2.091606921394894,0.0098115572306145,0.0057938400420817,6,P15104,GLUL,Glutamine synthetase,GLNA_HUMAN,2,-76.53807849198911,0.2346192150801088,HeLa_XO44,Hek293_XO44,"nucleus,mitochondrion,rough endoplasmic reticulum,cytosol,perikaryon,myelin sheath,axon terminus,extracellular exosome,glial cell projection","magnesium ion binding,glutamate decarboxylase activity,glutamate-ammonia ligase activity,protein binding,ATP binding,glutamate binding,manganese ion binding,identical protein binding,dynein light chain binding","neurotransmitter uptake,glutamate catabolic process,glutamine biosynthetic process,cell proliferation,cellular amino acid biosynthetic process,cellular response to starvation,response to glucose,ammonia assimilation cycle,positive regulation of insulin secretion,positive regulation of epithelial cell proliferation,protein homooligomerization,positive regulation of synaptic transmission, glutamatergic"
RNASEL,Other,HeLa_XO44 / Hek293_XO44,Q05823,Q05823,-2.098624496202394,2.098624496202394,0.0068125067326784,0.005164479030568,6,Q05823,RNASEL,2-5A-dependent ribonuclease,RN5A_HUMAN,5,-76.65192514502877,0.2334807485497123,HeLa_XO44,Hek293_XO44,"cellular_component,mitochondrial matrix,cytosol,nuclear matrix","RNA binding,endoribonuclease activity,protein kinase activity,protein binding,ATP binding,rRNA binding,ribonucleoprotein complex binding,metal ion binding","rRNA processing,mRNA processing,protein phosphorylation,regulation of mRNA stability,negative regulation of viral genome replication,fat cell differentiation,positive regulation of transcription from RNA polymerase II promoter,defense response to virus,type I interferon signaling pathway,regulation of type I interferon-mediated signaling pathway,RNA phosphodiester bond hydrolysis, endonucleolytic,positive regulation of glucose import in response to insulin stimulus"
,,HeLa_XO44 / Hek293_XO44,Q1L5Z9,Q1L5Z9,-2.103171376700027,2.103171376700027,0.0179439896364474,0.0069610666002316,6,Q1L5Z9,LONRF2,LON peptidase N-terminal domain and RING finger protein 2,LONF2_HUMAN,14,-76.72539444201709,0.232746055579829,HeLa_XO44,Hek293_XO44,intracellular,"ubiquitin conjugating enzyme binding,metal ion binding,ubiquitin protein ligase activity","protein polyubiquitination,positive regulation of proteasomal ubiquitin-dependent protein catabolic process"
,,HeLa_XO44 / Hek293_XO44,Q9Y3R5,Q9Y3R5,-2.104614870431455,2.104614870431455,0.0037918041157491,0.004779174928834,6,Q9Y3R5,DOP1B,Protein dopey-2,DOP2_HUMAN,35,-76.74867028632487,0.2325132971367514,HeLa_XO44,Hek293_XO44,"Golgi membrane,endosome,trans-Golgi network,cytosol,extracellular exosome",molecular_function,"Golgi to endosome transport,endoplasmic reticulum organization,multicellular organism development,protein transport,cognition"
,,HeLa_XO44 / Hek293_XO44,O75487,O75487,-2.1126912901349213,2.1126912901349213,0.0003313009957883,0.002712644040437,6,O75487,GPC4,Glypican-4,GPC4_HUMAN,8,-76.87847099995254,0.2312152900004745,HeLa_XO44,Hek293_XO44,"proteinaceous extracellular matrix,nucleus,Golgi lumen,plasma membrane,integral component of plasma membrane,external side of plasma membrane,lysosomal lumen,anchored component of plasma membrane,extracellular exosome","heparan sulfate proteoglycan binding,coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway","retinoid metabolic process,glycosaminoglycan biosynthetic process,glycosaminoglycan catabolic process,cell proliferation,anatomical structure morphogenesis,regulation of signal transduction,glycosaminoglycan metabolic process,Wnt signaling pathway, planar cell polarity pathway"
PRKCH,AGC,HeLa_XO44 / Hek293_XO44,P24723,P24723,-2.1163543691125537,2.1163543691125537,0.0162518494002186,0.0067280517273606,6,P24723,PRKCH,Protein kinase C eta type,KPCL_HUMAN,12,-76.9371033176389,0.230628966823611,HeLa_XO44,Hek293_XO44,"cytoplasm,cytosol,plasma membrane,cell-cell junction,extracellular exosome","protein kinase C activity,calcium-independent protein kinase C activity,protein binding,ATP binding,Ral GTPase binding,enzyme binding,metal ion binding,protein serine/threonine kinase activity","protein phosphorylation,signal transduction,positive regulation of macrophage derived foam cell differentiation,peptidyl-serine phosphorylation,platelet activation,negative regulation of glial cell apoptotic process,intracellular signal transduction,positive regulation of keratinocyte differentiation,positive regulation of B cell receptor signaling pathway,positive regulation of NF-kappaB transcription factor activity,positive regulation of glial cell proliferation,protein kinase C signaling,positive regulation of protein localization to plasma membrane,regulation of bicellular tight junction assembly"
,,HeLa_XO44 / Hek293_XO44,O60245,O60245,-2.119845235496242,2.119845235496242,0.0164363616380138,0.0067513830680825,6,O60245,PCDH7,Protocadherin-7,PCDH7_HUMAN,10,-76.99284078342583,0.2300715921657416,HeLa_XO44,Hek293_XO44,"plasma membrane,integral component of plasma membrane,platelet alpha granule membrane",calcium ion binding,"platelet degranulation,homophilic cell adhesion via plasma membrane adhesion molecules"
,,HeLa_XO44 / Hek293_XO44,Q7Z4W1,Q7Z4W1,-2.12676391589554,2.12676391589554,0.002491283700315,0.0047730276111831,6,Q7Z4W1,DCXR,L-xylulose reductase,DCXR_HUMAN,8,-77.10291124288382,0.2289708875711618,HeLa_XO44,Hek293_XO44,"nucleus,cytoplasmic microtubule,plasma membrane,microvillus,brush border,extracellular exosome","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor,identical protein binding,L-xylulose reductase (NAD+) activity,L-xylulose reductase (NADP+) activity,carbonyl reductase (NADPH) activity","xylulose metabolic process,glucose metabolic process,NADP metabolic process,glucuronate catabolic process to xylulose 5-phosphate,D-xylose metabolic process,protein homotetramerization,oxidation-reduction process"
CAMK1D,CAMK,HeLa_XO44 / Hek293_XO44,Q8IU85,Q8IU85,-2.1308024303100037,2.1308024303100037,0.0015335132421698,0.0045573265643386,6,Q8IU85,CAMK1D,Calcium/calmodulin-dependent protein kinase type 1D,KCC1D_HUMAN,13,-77.16691709014243,0.2283308290985755,HeLa_XO44,Hek293_XO44,"nucleus,cytoplasm,intracellular","calmodulin-dependent protein kinase activity,calmodulin binding,ATP binding,protein serine/threonine kinase activity","inflammatory response,positive regulation of neuron projection development,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,positive regulation of CREB transcription factor activity,intracellular signal transduction,positive regulation of apoptotic process,negative regulation of apoptotic process,positive regulation of phagocytosis,regulation of dendrite development,positive regulation of respiratory burst,regulation of granulocyte chemotaxis,positive regulation of neutrophil chemotaxis"
